qpu_sampling_time
217.700 ms
qpu_anneal_time_per_sample
20 µs
qpu_readout_time_per_sample
177 µs
qpu_access_time
233.462 ms
qpu_access_overhead_time
7.964 ms
qpu_programming_time
15.762 ms
qpu_delay_time_per_sample
21 µs
total_post_processing_time
5.255 ms
post_processing_overhead_time
280 µs
5760 9336
1123 1124 -14.069122360687604
1115 1130 0.09090909090909091
1116 1131 -0.16666666666666666
1130 1131 -0.5
1117 1132 -0.16666666666666666
1131 1132 -14.069122360687604
1118 1133 -0.16666666666666666
1132 1133 -14.069122360687604
1119 1134 -0.16666666666666666
1133 1134 -14.069122360687604
1120 1135 0.5
1134 1135 0.5
1121 1136 0.5
1135 1136 0.25
1122 1137 0.5
1136 1137 -0.5
1123 1138 0.5
1137 1138 0.5
1145 1146 -14.069122360687604
1146 1147 -14.069122360687604
1147 1148 -14.069122360687604
1148 1149 -14.069122360687604
1149 1150 -14.069122360687604
1150 1151 -14.069122360687604
1151 1152 -14.069122360687604
1152 1153 -14.069122360687604
1145 1160 -0.1
1146 1161 -0.1
1160 1161 -14.069122360687604
1147 1162 -0.1
1161 1162 -14.069122360687604
1148 1163 -0.1
1162 1163 -14.069122360687604
1149 1164 -0.1
1163 1164 -14.069122360687604
1150 1165 -0.1
1164 1165 -14.069122360687604
1151 1166 -0.1
1165 1166 -14.069122360687604
1152 1167 -0.1
1166 1167 -14.069122360687604
1175 1176 0.5
1176 1177 -14.069122360687604
1177 1178 0.5
1178 1179 0.5
1179 1180 -14.069122360687604
1180 1181 -0.5
1181 1182 0.3333333333333333
1175 1190 0.5
1189 1190 -14.069122360687604
1176 1191 -0.25
1190 1191 -14.069122360687604
1177 1192 -0.25
1191 1192 -14.069122360687604
1178 1193 -0.5
1192 1193 -14.069122360687604
1179 1194 0.3333333333333333
1193 1194 -14.069122360687604
1180 1195 0.3333333333333333
1194 1195 -14.069122360687604
1181 1196 -0.3333333333333333
1195 1196 -14.069122360687604
1182 1197 0.3333333333333333
1196 1197 -14.069122360687604
1197 1198 -14.069122360687604
1206 1207 -14.069122360687604
1207 1208 -14.069122360687604
1208 1209 -14.069122360687604
1211 1212 -0.3333333333333333
1212 1213 -0.5
1206 1221 0.2
1220 1221 -14.069122360687604
1207 1222 0.2
1221 1222 -14.069122360687604
1208 1223 0.2
1222 1223 -14.069122360687604
1209 1224 0.2
1223 1224 -14.069122360687604
1224 1225 -14.069122360687604
1211 1226 -0.3333333333333333
1225 1226 -14.069122360687604
1212 1227 0.3333333333333333
1226 1227 -14.069122360687604
1213 1228 -0.3333333333333333
1227 1228 -14.069122360687604
1235 1236 -0.5
1236 1237 -14.069122360687604
1237 1238 -14.069122360687604
1238 1239 -14.069122360687604
1239 1240 -14.069122360687604
1236 1251 -0.2
1237 1252 -0.2
1251 1252 -14.069122360687604
1238 1253 -0.2
1252 1253 -14.069122360687604
1239 1254 0.5
1253 1254 -1
1266 1267 -14.069122360687604
1267 1268 -14.069122360687604
1268 1269 -14.069122360687604
1269 1270 0.5
1270 1271 0.5
1271 1272 -14.069122360687604
1272 1273 -14.069122360687604
1266 1281 -0.2
1280 1281 -14.069122360687604
1267 1282 -0.2
1281 1282 -14.069122360687604
1268 1283 -0.2
1282 1283 -14.069122360687604
1269 1284 -0.2
1283 1284 -14.069122360687604
1270 1285 -0.5
1284 1285 -14.069122360687604
1271 1286 0.25
1285 1286 -14.069122360687604
1272 1287 0.25
1286 1287 -14.069122360687604
1273 1288 -0.25
1287 1288 1
1296 1297 -14.069122360687604
1297 1298 -14.069122360687604
1298 1299 -14.069122360687604
1299 1300 -14.069122360687604
1300 1301 -14.069122360687604
1301 1302 -14.069122360687604
1302 1303 0.5
1296 1311 0.125
1297 1312 0.125
1311 1312 -14.069122360687604
1298 1313 0.125
1312 1313 -14.069122360687604
1299 1314 0.125
1313 1314 -14.069122360687604
1300 1315 0.125
1314 1315 -14.069122360687604
1301 1316 0.125
1315 1316 -14.069122360687604
1302 1317 0.125
1316 1317 -14.069122360687604
1303 1318 0.16666666666666666
1317 1318 -14.069122360687604
1325 1326 -14.069122360687604
1326 1327 -14.069122360687604
1327 1328 -14.069122360687604
1328 1329 -14.069122360687604
1329 1330 -14.069122360687604
1330 1331 -14.069122360687604
1331 1332 -14.069122360687604
1325 1340 -0.09090909090909091
1326 1341 -0.09090909090909091
1340 1341 -14.069122360687604
1327 1342 -0.09090909090909091
1341 1342 -14.069122360687604
1328 1343 -0.09090909090909091
1342 1343 -14.069122360687604
1329 1344 -0.09090909090909091
1343 1344 -14.069122360687604
1330 1345 -0.09090909090909091
1344 1345 -14.069122360687604
1331 1346 -0.09090909090909091
1345 1346 -14.069122360687604
1332 1347 -0.09090909090909091
1346 1347 -14.069122360687604
1355 1356 -14.069122360687604
1356 1357 -14.069122360687604
1357 1358 -14.069122360687604
1358 1359 -14.069122360687604
1359 1360 -14.069122360687604
1360 1361 -14.069122360687604
1361 1362 0.3333333333333333
1355 1370 0.1
1356 1371 0.1
1370 1371 -14.069122360687604
1357 1372 0.1
1371 1372 -14.069122360687604
1358 1373 0.1
1372 1373 -14.069122360687604
1359 1374 0.1
1373 1374 -14.069122360687604
1360 1375 0.1
1374 1375 -14.069122360687604
1361 1376 0.1
1375 1376 -14.069122360687604
1362 1377 0.3333333333333333
1376 1377 -14.069122360687604
1385 1386 -14.069122360687604
1386 1387 -14.069122360687604
1387 1388 -14.069122360687604
1388 1389 -14.069122360687604
1389 1390 -14.069122360687604
1390 1391 -14.069122360687604
1391 1392 -14.069122360687604
1392 1393 -14.069122360687604
1385 1400 0.2
1386 1401 -0.14285714285714285
1400 1401 0.5
1387 1402 -0.14285714285714285
1401 1402 -14.069122360687604
1388 1403 -0.14285714285714285
1402 1403 -14.069122360687604
1389 1404 -0.14285714285714285
1403 1404 -14.069122360687604
1390 1405 -0.14285714285714285
1404 1405 -14.069122360687604
1391 1406 -0.2
1405 1406 -0.5
1392 1407 -0.2
1406 1407 -14.069122360687604
1415 1416 -14.069122360687604
1416 1417 -14.069122360687604
1417 1418 -14.069122360687604
1418 1419 -14.069122360687604
1419 1420 -14.069122360687604
1420 1421 -14.069122360687604
1421 1422 -14.069122360687604
1415 1430 -0.07142857142857142
1416 1431 -0.07142857142857142
1430 1431 -14.069122360687604
1417 1432 -0.07142857142857142
1431 1432 -14.069122360687604
1418 1433 -0.07142857142857142
1432 1433 -14.069122360687604
1419 1434 -0.07142857142857142
1433 1434 -14.069122360687604
1420 1435 -0.07142857142857142
1434 1435 -14.069122360687604
1421 1436 -0.07142857142857142
1435 1436 -14.069122360687604
1422 1437 -0.07142857142857142
1436 1437 -14.069122360687604
1446 1447 -14.069122360687604
1447 1448 -14.069122360687604
1448 1449 -14.069122360687604
1449 1450 -14.069122360687604
1450 1451 -14.069122360687604
1451 1452 -14.069122360687604
1452 1453 0.3333333333333333
1446 1461 0.1111111111111111
1447 1462 0.1111111111111111
1461 1462 -14.069122360687604
1448 1463 0.1111111111111111
1462 1463 -14.069122360687604
1449 1464 0.1111111111111111
1463 1464 -14.069122360687604
1450 1465 0.1111111111111111
1464 1465 -14.069122360687604
1451 1466 0.1111111111111111
1465 1466 -14.069122360687604
1452 1467 0.1111111111111111
1466 1467 -14.069122360687604
1453 1468 -0.1111111111111111
1467 1468 -14.069122360687604
1476 1477 -14.069122360687604
1477 1478 -14.069122360687604
1478 1479 -14.069122360687604
1479 1480 -14.069122360687604
1480 1481 -14.069122360687604
1481 1482 -14.069122360687604
1476 1491 -0.1111111111111111
1477 1492 -0.1111111111111111
1491 1492 -14.069122360687604
1478 1493 -0.1111111111111111
1492 1493 -14.069122360687604
1479 1494 -0.1111111111111111
1493 1494 -14.069122360687604
1480 1495 -0.1111111111111111
1494 1495 -14.069122360687604
1481 1496 -0.1111111111111111
1495 1496 -14.069122360687604
1482 1497 -0.1111111111111111
1496 1497 -14.069122360687604
1497 1498 -0.3333333333333333
1505 1506 -14.069122360687604
1506 1507 -14.069122360687604
1507 1508 -14.069122360687604
1508 1509 -14.069122360687604
1509 1510 -14.069122360687604
1510 1511 -14.069122360687604
1505 1520 -0.1111111111111111
1506 1521 -0.1111111111111111
1520 1521 -14.069122360687604
1507 1522 -0.1111111111111111
1521 1522 -14.069122360687604
1508 1523 -0.1111111111111111
1522 1523 -14.069122360687604
1509 1524 -0.1111111111111111
1523 1524 -14.069122360687604
1510 1525 -0.1111111111111111
1524 1525 -14.069122360687604
1511 1526 -0.1111111111111111
1525 1526 -14.069122360687604
1535 1536 -14.069122360687604
1536 1537 -14.069122360687604
1537 1538 -14.069122360687604
1538 1539 -14.069122360687604
1539 1540 -14.069122360687604
1540 1541 -14.069122360687604
1535 1550 0.1111111111111111
1536 1551 0.1111111111111111
1550 1551 -14.069122360687604
1537 1552 0.1111111111111111
1551 1552 -14.069122360687604
1538 1553 0.1111111111111111
1552 1553 -14.069122360687604
1539 1554 0.1111111111111111
1553 1554 -14.069122360687604
1540 1555 0.1111111111111111
1554 1555 -14.069122360687604
1565 1566 -14.069122360687604
1566 1567 -14.069122360687604
1567 1568 -14.069122360687604
1568 1569 -14.069122360687604
1569 1570 -14.069122360687604
1570 1571 -14.069122360687604
1565 1580 -0.07692307692307693
1566 1581 -0.07692307692307693
1580 1581 -14.069122360687604
1567 1582 -0.07692307692307693
1581 1582 -14.069122360687604
1568 1583 -0.07692307692307693
1582 1583 -14.069122360687604
1569 1584 -0.07692307692307693
1583 1584 -14.069122360687604
1570 1585 -0.07692307692307693
1584 1585 -14.069122360687604
1571 1586 -0.07692307692307693
1585 1586 -14.069122360687604
1595 1596 0.5
1596 1597 -14.069122360687604
1597 1598 -14.069122360687604
1598 1599 -14.069122360687604
1599 1600 -14.069122360687604
1595 1610 -0.25
1596 1611 0.125
1610 1611 -14.069122360687604
1597 1612 0.125
1611 1612 -14.069122360687604
1598 1613 0.125
1612 1613 -14.069122360687604
1599 1614 0.125
1613 1614 -14.069122360687604
1600 1615 0.125
1614 1615 -14.069122360687604
1626 1627 -14.069122360687604
1627 1628 -14.069122360687604
1628 1629 -14.069122360687604
1629 1630 -14.069122360687604
1630 1631 -14.069122360687604
1631 1632 -14.069122360687604
1632 1633 -14.069122360687604
1626 1641 -0.1111111111111111
1627 1642 -0.1111111111111111
1641 1642 -14.069122360687604
1628 1643 -0.1111111111111111
1642 1643 -14.069122360687604
1629 1644 -0.1111111111111111
1643 1644 -14.069122360687604
1630 1645 -0.1111111111111111
1644 1645 -14.069122360687604
1631 1646 -0.1111111111111111
1645 1646 -14.069122360687604
1632 1647 -0.25
1646 1647 -0.5
1656 1657 -14.069122360687604
1657 1658 -14.069122360687604
1658 1659 -14.069122360687604
1659 1660 -14.069122360687604
1656 1671 0.125
1657 1672 0.125
1671 1672 -14.069122360687604
1658 1673 0.125
1672 1673 -14.069122360687604
1659 1674 0.125
1673 1674 -14.069122360687604
1660 1675 0.125
1674 1675 -14.069122360687604
1675 1676 -14.069122360687604
1685 1686 -14.069122360687604
1686 1687 -14.069122360687604
1687 1688 -14.069122360687604
1688 1689 -14.069122360687604
1685 1700 0.125
1686 1701 0.125
1700 1701 -14.069122360687604
1687 1702 0.125
1701 1702 -14.069122360687604
1688 1703 0.125
1702 1703 -14.069122360687604
1689 1704 0.125
1703 1704 -14.069122360687604
1715 1716 0.5
1716 1717 -14.069122360687604
1717 1718 -14.069122360687604
1718 1719 -14.069122360687604
1715 1730 0.25
1716 1731 0.16666666666666666
1730 1731 -14.069122360687604
1717 1732 0.16666666666666666
1731 1732 -14.069122360687604
1718 1733 0.16666666666666666
1732 1733 -14.069122360687604
1719 1734 0.16666666666666666
1733 1734 -14.069122360687604
1746 1747 -14.069122360687604
1747 1748 -14.069122360687604
1748 1749 -14.069122360687604
1749 1750 -14.069122360687604
1746 1761 -0.3333333333333333
1747 1762 -0.3333333333333333
1761 1762 -14.069122360687604
1748 1763 0.5
1762 1763 -0.5
1776 1777 -14.069122360687604
1777 1778 -14.069122360687604
1778 1779 -14.069122360687604
1779 1780 -0.5
1776 1791 -0.25
1777 1792 -0.25
1791 1792 -14.069122360687604
1778 1793 -0.25
1792 1793 -14.069122360687604
1806 1807 -14.069122360687604
1807 1808 -14.069122360687604
1808 1809 -14.069122360687604
1809 1810 -14.069122360687604
1806 1821 -0.3333333333333333
1807 1822 -0.3333333333333333
1821 1822 -14.069122360687604
1808 1823 -0.5
1822 1823 0.5
1837 1838 -0.5
1838 1839 -14.069122360687604
1837 1852 0.5
1851 1852 -14.069122360687604
1838 1853 -0.2
1852 1853 -14.069122360687604
1866 1867 -14.069122360687604
1867 1868 0.5
1866 1881 0.25
1867 1882 -0.25
1881 1882 -0.2
1868 1883 0.25
1882 1883 -0.3333333333333333
1896 1897 -0.5
1897 1898 -14.069122360687604
1898 1899 -14.069122360687604
1896 1911 -0.3333333333333333
1897 1912 -0.5
1911 1912 -14.069122360687604
1926 1927 -14.069122360687604
1927 1928 -14.069122360687604
1926 1941 -0.25
1927 1942 0.16666666666666666
1941 1942 -0.5
1928 1943 0.16666666666666666
1942 1943 -14.069122360687604
1956 1957 -14.069122360687604
1957 1972 -0.2
1972 1973 -14.069122360687604
1987 2002 -0.25
2001 2002 -14.069122360687604
2002 2003 -14.069122360687604
2017 2018 -14.069122360687604
2017 2032 -0.3333333333333333
2047 2062 -0.25
994 3815 0.2
1009 3815 -0.3333333333333333
1024 3815 -0.2
1085 3815 -0.5
1100 3815 0.09090909090909091
1115 3815 -14.069122360687604
1130 3815 0.09090909090909091
994 3830 -14.069122360687604
1009 3830 0.07692307692307693
1024 3830 0.25
1085 3830 -1
1100 3830 -0.2
1115 3830 0.2
1130 3830 -0.2
3815 3830 0.2
1189 3831 -0.16666666666666666
1280 3831 -0.5
3830 3831 -14.069122360687604
950 3860 -14.069122360687604
994 3860 -0.5
1009 3860 -0.5
1024 3860 0.5
1085 3860 -1
1100 3860 -0.25
1115 3861 0.5
1130 3861 -0.25
1189 3861 -1
1280 3861 -0.5
3860 3861 -14.069122360687604
950 3875 -0.5
994 3875 0.3333333333333333
1009 3875 -0.3333333333333333
1025 3875 0.3333333333333333
1040 3875 0.3333333333333333
1055 3875 -14.069122360687604
1070 3875 0.08333333333333333
1085 3875 0.5
1100 3875 -0.09090909090909091
1115 3876 0.2
1130 3876 -0.09090909090909091
1189 3876 0.25
1220 3876 -0.09090909090909091
1235 3876 0.3333333333333333
1280 3876 -0.5
3875 3876 -14.069122360687604
950 3890 -0.25
994 3890 -0.2
1009 3890 0.16666666666666666
1025 3890 0.3333333333333333
1040 3890 -0.5
1055 3890 -0.09090909090909091
1070 3890 -0.25
1085 3890 0.25
1100 3890 -14.069122360687604
3875 3890 -0.09090909090909091
1115 3891 -14.069122360687604
1130 3891 0.09090909090909091
1189 3891 -0.25
1220 3891 0.09090909090909091
1235 3891 0.5
1280 3891 0.3333333333333333
3876 3891 0.2
3890 3891 0.09090909090909091
875 3904 -0.5
890 3904 -0.5
950 3904 0.5
994 3904 1
1009 3904 -0.5
1025 3904 1
1040 3904 1
1055 3905 -1
1070 3905 -0.3333333333333333
1085 3905 -1
1100 3905 -0.25
1115 3905 -0.3333333333333333
1130 3905 -0.25
1189 3905 0.5
1220 3905 -0.25
3904 3905 -14.069122360687604
1235 3906 -0.5
1280 3906 -0.5
1385 3906 0.16666666666666666
1400 3906 -0.1111111111111111
3905 3906 -14.069122360687604
1415 3907 -14.069122360687604
1430 3907 -0.07142857142857142
1565 3907 0.5
1580 3907 0.5
3906 3907 -14.069122360687604
875 3919 0.16666666666666666
890 3919 -0.5
950 3919 -14.069122360687604
994 3919 -0.5
1009 3919 -0.5
1025 3919 0.5
1040 3919 -1
3904 3919 0.5
1055 3920 0.2
1070 3920 0.5
1085 3920 -0.5
1100 3920 0.09090909090909091
1115 3920 -14.069122360687604
1130 3920 0.09090909090909091
1189 3920 -0.25
1220 3920 0.09090909090909091
3905 3920 -0.3333333333333333
3919 3920 0.5
1235 3921 -0.25
1280 3921 -14.069122360687604
1385 3921 -1
1400 3921 -1
3906 3921 -0.5
3920 3921 0.3333333333333333
875 3934 -0.5
890 3934 0.3333333333333333
950 3934 -0.5
965 3934 0.3333333333333333
980 3934 0.3333333333333333
995 3934 0.3333333333333333
1010 3934 -0.3333333333333333
1025 3934 0.3333333333333333
1040 3934 0.3333333333333333
1055 3935 -14.069122360687604
1070 3935 0.08333333333333333
1085 3935 0.5
1100 3935 -0.09090909090909091
1115 3935 0.2
1130 3935 -0.09090909090909091
1145 3935 -0.5
1160 3935 -0.5
1175 3935 0.5
1190 3935 0.25
1220 3935 -0.09090909090909091
3934 3935 -14.069122360687604
1235 3936 -14.069122360687604
1280 3936 -0.25
1325 3936 0.16666666666666666
1340 3936 0.3333333333333333
1355 3936 0.5
1370 3936 0.5
1385 3936 -0.3333333333333333
1400 3936 -0.3333333333333333
3935 3936 0.3333333333333333
1415 3937 -0.5
1430 3937 0.5
1505 3937 0.5
1520 3937 -0.5
1535 3937 -0.5
1550 3937 -0.5
1565 3937 -0.5
1580 3937 -0.5
3936 3937 -14.069122360687604
1055 3950 -0.09090909090909091
1070 3950 -0.25
1085 3950 0.25
1100 3950 -14.069122360687604
1115 3950 0.09090909090909091
1130 3950 -14.069122360687604
1145 3950 -0.3333333333333333
1160 3950 0.3333333333333333
1175 3950 -0.5
1190 3950 0.25
1220 3950 -14.069122360687604
3935 3950 -0.09090909090909091
1235 3951 0.16666666666666666
1280 3951 -0.3333333333333333
1325 3951 -14.069122360687604
1340 3951 -0.09090909090909091
1355 3951 -0.3333333333333333
1370 3951 0.5
1385 3951 -1
1400 3951 0.3333333333333333
3936 3951 0.16666666666666666
3950 3951 -0.5
1415 3952 -0.3333333333333333
1430 3952 -0.3333333333333333
1505 3952 -0.5
1520 3952 -0.5
1535 3952 0.5
1550 3952 0.5
1565 3952 0.5
1580 3952 -0.5
3937 3952 0.16666666666666666
3951 3952 -14.069122360687604
1595 3953 -14.069122360687604
1610 3953 -0.25
1685 3953 0.3333333333333333
1700 3953 -0.5
1715 3953 -14.069122360687604
1730 3953 0.25
3952 3953 -0.5
995 3965 0.07692307692307693
1010 3965 -14.069122360687604
1025 3965 -0.5
1040 3965 0.5
1055 3965 -0.3333333333333333
1070 3965 0.3333333333333333
1085 3965 1
1100 3965 0.16666666666666666
1115 3965 -0.3333333333333333
1130 3965 0.16666666666666666
1145 3965 -0.5
1160 3965 0.5
1175 3966 -0.5
1190 3966 -0.5
1220 3966 0.16666666666666666
1235 3966 -0.5
1280 3966 0.5
1325 3966 -0.5
1340 3966 -0.5
3965 3966 -14.069122360687604
1355 3967 -0.5
1370 3967 0.5
1385 3967 -0.5
1400 3967 0.5
1415 3967 -0.5
1430 3967 0.5
1505 3967 0.5
1520 3967 0.5
3966 3967 -14.069122360687604
815 3979 -0.5
830 3979 0.5
845 3979 -0.5
860 3979 0.5
875 3979 -0.3333333333333333
890 3979 -0.3333333333333333
950 3979 -0.25
965 3979 -1
980 3979 -0.3333333333333333
995 3980 -0.2
1010 3980 0.16666666666666666
1025 3980 0.3333333333333333
1040 3980 -0.5
1055 3980 -0.09090909090909091
1070 3980 -0.25
1085 3980 0.25
1100 3980 -14.069122360687604
1115 3980 0.09090909090909091
1130 3980 -14.069122360687604
1145 3980 -0.3333333333333333
1160 3980 0.3333333333333333
3965 3980 0.16666666666666666
3979 3980 -14.069122360687604
726 3993 -0.3333333333333333
741 3993 -14.069122360687604
756 3993 0.5
771 3993 -0.3333333333333333
800 3993 -0.5
815 3994 0.5
830 3994 -1
845 3994 1
860 3994 1
875 3994 -0.5
890 3994 -14.069122360687604
906 3994 -1
921 3994 1
936 3994 -0.5
951 3994 -0.5
965 3994 -0.16666666666666666
980 3994 -14.069122360687604
3993 3994 1
995 3995 1
1010 3995 1
1025 3995 -1
1040 3995 1
1055 3995 0.3333333333333333
1070 3995 1
1086 3995 1
1101 3995 0.3333333333333333
1116 3995 1
1131 3995 -0.5
1145 3995 -0.5
1160 3995 1
3994 3995 -14.069122360687604
1175 3996 0.5
1190 3996 -1
1220 3996 -0.3333333333333333
1235 3996 0.3333333333333333
1266 3996 0.5
1281 3996 1
1296 3996 1
1311 3996 1
1325 3996 0.16666666666666666
1340 3996 1
3995 3996 -14.069122360687604
1355 3997 -1
1370 3997 -1
1385 3997 -1
1400 3997 -0.5
1415 3997 -0.5
1430 3997 -1
1446 3997 -1
1461 3997 -0.5
1476 3997 1
1491 3997 1
1505 3997 -1
1520 3997 1
3996 3997 -14.069122360687604
1535 3998 1
1550 3998 -1
1565 3998 1
1580 3998 1
1595 3998 -0.3333333333333333
1610 3998 1
1626 3998 -1
1641 3998 -1
1656 3998 0.5
1671 3998 1
1685 3998 -0.5
1700 3998 -0.5
3997 3998 -14.069122360687604
815 4009 -0.5
830 4009 -0.5
845 4009 -0.5
860 4009 0.5
875 4009 0.5
890 4009 0.16666666666666666
906 4009 -0.5
921 4009 -0.5
936 4009 0.5
951 4009 1
965 4009 1
980 4009 0.16666666666666666
3994 4009 0.16666666666666666
995 4010 -1
1010 4010 -0.5
1025 4010 1
1040 4010 -1
1055 4010 1
1070 4010 -0.5
1086 4010 1
1101 4010 0.16666666666666666
1116 4010 -1
1131 4010 -0.5
1145 4010 1
1160 4010 0.5
3995 4010 0.16666666666666666
4009 4010 -14.069122360687604
1175 4011 -0.3333333333333333
1190 4011 1
1220 4011 -0.5
1235 4011 0.16666666666666666
1266 4011 0.5
1281 4011 -0.3333333333333333
1296 4011 -0.5
1311 4011 1
1325 4011 -14.069122360687604
1340 4011 -0.09090909090909091
3996 4011 0.16666666666666666
4010 4011 -14.069122360687604
936 4025 -0.5
951 4025 -1
965 4025 0.5
980 4025 0.3333333333333333
995 4025 -1
1010 4025 -0.5
1025 4025 1
1040 4025 0.5
1055 4025 0.3333333333333333
1070 4025 -0.3333333333333333
1086 4025 -0.1111111111111111
1101 4025 -14.069122360687604
1116 4026 0.5
1131 4026 0.5
1145 4026 -0.5
1160 4026 -0.5
1175 4026 -0.5
1190 4026 -0.5
1220 4026 -0.5
1235 4026 -14.069122360687604
1266 4026 0.5
1281 4026 -0.25
4025 4026 -14.069122360687604
1296 4027 0.3333333333333333
1311 4027 -0.3333333333333333
1325 4027 0.3333333333333333
1340 4027 0.5
1355 4027 0.5
1370 4027 -0.25
1385 4027 0.2
1400 4027 -14.069122360687604
1415 4027 -0.1111111111111111
1430 4027 0.3333333333333333
1446 4027 0.1111111111111111
1461 4027 -14.069122360687604
4026 4027 -0.3333333333333333
1476 4028 0.5
1491 4028 0.5
1505 4028 0.5
1520 4028 0.5
1535 4028 0.5
1550 4028 0.5
1565 4028 0.5
1580 4028 -0.5
1595 4028 -0.2
1610 4028 0.5
1626 4028 -0.3333333333333333
1641 4028 -0.5
4027 4028 -14.069122360687604
756 4039 -0.125
771 4039 -14.069122360687604
800 4039 0.25
815 4039 -0.5
830 4039 -0.3333333333333333
845 4039 -0.5
860 4039 -0.5
875 4039 -0.3333333333333333
890 4039 -0.3333333333333333
906 4039 -0.5
921 4039 -0.5
936 4040 -0.5
951 4040 -1
965 4040 -1
980 4040 -0.3333333333333333
995 4040 1
1010 4040 -1
1025 4040 1
1040 4040 -1
1055 4040 1
1070 4040 -1
1086 4040 1
1101 4040 -0.25
4025 4040 -0.25
4039 4040 -14.069122360687604
1116 4041 1
1131 4041 0.3333333333333333
1145 4041 -0.5
1160 4041 -1
1175 4041 0.5
1190 4041 1
1220 4041 -1
1235 4041 -0.25
1266 4041 -0.3333333333333333
1281 4041 -1
4026 4041 -0.25
4040 4041 -14.069122360687604
1296 4042 1
1311 4042 1
1325 4042 -0.5
1340 4042 -1
1355 4042 -1
1370 4042 1
1385 4042 -1
1400 4042 -0.2
1415 4042 1
1430 4042 -1
1446 4042 1
1461 4042 -0.2
4027 4042 -0.2
4041 4042 -14.069122360687604
1476 4043 -1
1491 4043 1
1505 4043 -1
1520 4043 1
1535 4043 -1
1550 4043 -1
1565 4043 -1
1580 4043 -1
1595 4043 -14.069122360687604
1610 4043 -0.25
1626 4043 -1
1641 4043 -1
4028 4043 -0.2
4042 4043 -14.069122360687604
1656 4044 1
1671 4044 1
1685 4044 0.3333333333333333
1700 4044 -0.5
1715 4044 -14.069122360687604
1730 4044 0.25
1806 4044 -0.5
1821 4044 0.5
4043 4044 -14.069122360687604
576 4053 0.2
591 4053 -14.069122360687604
666 4053 0.3333333333333333
681 4053 0.5
696 4053 0.5
711 4053 -1
726 4053 -0.3333333333333333
741 4053 1
756 4054 0.5
771 4054 -0.5
800 4054 1
815 4054 1
830 4054 -1
846 4054 -1
861 4054 1
876 4054 0.5
891 4054 -1
906 4054 -1
921 4054 -1
4053 4054 -14.069122360687604
936 4055 -0.5
951 4055 1
965 4055 1
980 4055 -1
995 4055 -1
1010 4055 -1
1026 4055 -1
1041 4055 1
1056 4055 1
1071 4055 -1
1086 4055 -1
1101 4055 -1
4054 4055 -14.069122360687604
1116 4056 1
1131 4056 0.16666666666666666
1145 4056 0.5
1160 4056 1
1175 4056 0.3333333333333333
1190 4056 1
1206 4056 1
1221 4056 -1
1236 4056 -0.2
1251 4056 -14.069122360687604
1266 4056 0.3333333333333333
1281 4056 -1
4055 4056 -14.069122360687604
1296 4057 -1
1311 4057 1
1325 4057 1
1340 4057 -1
1355 4057 0.5
1370 4057 -1
1386 4057 1
1401 4057 0.3333333333333333
1416 4057 1
1431 4057 1
1446 4057 -1
1461 4057 1
4056 4057 -14.069122360687604
1476 4058 -1
1491 4058 -1
1505 4058 -1
1520 4058 -1
1535 4058 -1
1550 4058 -1
1566 4058 -1
1581 4058 -1
1596 4058 1
1611 4058 1
1626 4058 -1
1641 4058 1
4057 4058 -14.069122360687604
1656 4059 1
1671 4059 1
1685 4059 1
1700 4059 -1
1715 4059 -0.5
1730 4059 -1
1746 4059 -1
1761 4059 -0.3333333333333333
1776 4059 -0.5
1791 4059 0.3333333333333333
1806 4059 -1
1821 4059 0.3333333333333333
4058 4059 -14.069122360687604
756 4069 -0.5
771 4069 -0.3333333333333333
800 4069 0.5
815 4069 -0.5
830 4069 -0.2
846 4069 0.2
861 4069 -0.3333333333333333
876 4069 -14.069122360687604
891 4069 -0.0625
906 4069 0.3333333333333333
921 4069 -0.25
4054 4069 0.5
1116 4071 -0.16666666666666666
1131 4071 -14.069122360687604
1145 4071 -0.3333333333333333
1160 4071 -0.5
1175 4071 -0.3333333333333333
1190 4071 -1
1206 4071 1
1221 4071 -0.5
1236 4071 0.5
1251 4071 0.16666666666666666
1266 4071 -0.5
1281 4071 -1
4056 4071 0.16666666666666666
1296 4072 -1
1311 4072 1
1325 4072 -0.5
1340 4072 1
1355 4072 1
1370 4072 1
1386 4072 -1
1401 4072 -0.3333333333333333
1416 4072 1
1431 4072 1
1446 4072 -1
1461 4072 1
4057 4072 0.16666666666666666
4071 4072 -14.069122360687604
1476 4073 -1
1491 4073 -1
1505 4073 -1
1520 4073 1
1535 4073 -1
1550 4073 1
1566 4073 1
1581 4073 1
1596 4073 1
1611 4073 1
1626 4073 -1
1641 4073 -1
4058 4073 0.16666666666666666
4072 4073 -14.069122360687604
1656 4074 1
1671 4074 1
1685 4074 0.5
1700 4074 -1
1715 4074 0.3333333333333333
1730 4074 1
1746 4074 -0.5
1761 4074 -0.5
1776 4074 0.5
1791 4074 -0.5
1806 4074 1
1821 4074 -0.5
4059 4074 0.16666666666666666
4073 4074 -14.069122360687604
696 4083 -0.5
711 4083 -0.5
726 4083 0.5
741 4083 -0.5
756 4083 -0.5
771 4083 0.5
800 4083 -0.5
815 4083 0.5
830 4083 1
846 4083 -1
861 4083 0.5
876 4084 -1
891 4084 1
906 4084 1
921 4084 -1
936 4084 -0.5
951 4084 -1
965 4084 1
980 4084 0.5
995 4084 1
1010 4084 -0.5
